text,true_category,pred_category,text_length
"ауыр қылмыс жасады деп айыпталған қазақстандық шенеунік шекарадан өтпекші болды ауыр қылмыс жасады деп айыпталған қазақстандық шенеунік шекарадан өтпекші болды қылмыстық құқық бұзушылық жасады деп айыпталған батыс қазақстан облысының мемлекеттік сәулет-құрылыс бақылауының басшысы мәди отарбаев қазақстан шекарасынан өтуге тырысты. бұл туралы сот материалдарында айтылды, - деп хабарлайды tengrinews.kz тілшісі ""inbusiness.kz-ке"" сілтеме жасап. қылмыстық құқық бұзушылық жасады деп айыпталған батыс қазақстан облысының мемлекеттік сәулет-құрылыс бақылауының басшысы мәди отарбаев қазақстан шекарасынан өтуге тырысты. бұл туралы сот материалдарында айтылды, - деп хабарлайды tengrinews.kz тілшісі ""inbusiness.kz-ке"" сілтеме жасап. отарбаевқа қр қылмыстық кодекстің 361-бабы 4-бөлігінің 3-тармағы (""ауыр зардапқа әкеп соққан лауазымдық өкілеттіктерді теріс пайдалану"") бойынша айып тағылды. биыл мамырдан бастап шенеунікке қатысты қылмыстық қудалау органы елден кетпеу туралы жазылымды сайлады. 3 тамызда түн ортасында болған оқиғадан кейін сот оған бұлтартпау шарасын қамауда ұстауға өзгертті. ""м.ж. отарбаев өзіне қатысты сайланған бұлтартпау шарасын бұзып, соттан жасырынуға тырысты (сотқа 03.08.2023 жылғы шқо бойынша ""қордай"" шекара бекеті арқылы қырғыз республикасына шекараны кесіп өту әрекетінің жолын кесу туралы м.ж. отарбаевтың баянаты 03.08.2023 жылғы сағат 00:57-де берілді). ол 7 жылға дейін бас бостандығынан айыру көзделген ауыр қылмыстар санатына жататын қылмыс жасады деп айыпталды. сот прокурордың сотталушы м.ж. отарбаев сотта істі қарауға не кедергі болатынын жасыруы мүмкін, осыған байланысты оған қатысты сайланған бұлтартпау шарасы неғұрлым қатаңдыққа өзгертуге жатады деген пікірімен келіседі"", - делінген сот қаулысында. мади отарбаевтың өзі және оның адвокаты бұлтартпау шарасын бұрынғы күйінде қалдыруды сұрады. сотталушы отбасылық және денсаулық жағдайы бойынша бішкекте тексеруден өткісі келгенін, басқа ниеті болмағанын айтып сендірді. бқо әкімдігі сайтының мәліметінше, 55 жастағы мади отарбаев бқо мтк басшысы лауазымында. отарбаев мемлекеттік сәулет-құрылыс бақылау саласында 2004 жылдан бері жұмыс істейді. алматы мемлекеттік құрылыс департаментінің бюджеттік құрылыс объектілерін лицензиялау, сәулет-құрылыс бақылау бөлімдерінің бастығы болды. 2013 жылдан 2015 жылға дейін шығыс қазақстан облысының гаск және лицензиялау департаментін басқарды. талғар ауданының құрылыс бөлімінің басшысы болып жұмыс істеді. 2016 жылы шенеунікке бағыныштыларын ""қойшыға мұқтаж қошқарлар"" деп атағаны үшін қатаң сөгіс жарияланды. құрылыс, сәулет және қала құрылысы басқармасының қорланған қызметкерлері оның жағымсыз сөздерін диктофонға жазып, мемлекеттік қызмет істері департаментіне шағымданды.",other,crime,2712
"қазақстандық әнші заттыбек көпбосынұлы ат шаптырып, көкпар берді қазақстандық әнші заттыбек көпбосынұлы ат шаптырып, көкпар берді қазақстандық әнші заттыбек көпбосынұлы ат шаптырып, көкпар берді, деп хабарлады otyrar.kz. қазақстандық әнші заттыбек көпбосынұлы ат шаптырып, көкпар берді, деп хабарлады otyrar.kz. порталдың хабарлауынша, биыл оқо бәйдібек ауданының құрылғанына 90 жыл толады. осыған орай ауданда түрлі іс-шаралар ұйымдастырылып жатыр. ""кеше ақбастау ауылының атырабында, ұлыстың ұлы күні қарсаңында ауданның 90 жылдық мерекесіне орай сазгер, ""ақмаржан"" әнінің авторы, әнші, заттыбек көпбосынұлының демеушілігімен ат шаптырылып, көкпар өткізілді. көкпар ойыны басталғанға дейін ақбастау атырабына арнайы сахна орнатылып, еліміздің эстрада жұлдыздары ғазизхан шекербек, асхат тарғын, абай бегей, ернар айдар және рысдәулетовтер отбасылық ансамбілі әннен шашу шашты"", - делінген жарияланымда. сонымен қатар, ауданның әнұранына айналған ""алғабасым"" әнін қр еңбек сіңірген қызметкері, ауданның құрметті азаматы, әнші және сазгер нышан төлегенов орындады. сондай-ақ, танымал айтыскер ақын аманжол әлтаев ауданның 90 жылдығымен құттықтап, арнау шығарды.",economy,other,1161
"қазақстан дсұ мен еаэо бойынша қырғызстанға наразылық білдірді қазақстан дсұ мен еаэо бойынша қырғызстанға наразылық білдірді сауда және интеграция министрлігі еуразиялық экономикалық комиссияға еаэо алаңында қырғыз тарапының еаэо мүше-мемлекеттерінен тауарларға қатысты бақылау бағаларының ең төменгі деңгейін қолдану мәселесін қайта қарау туралы жолдаған өтінішін дсұ хатшылығына да жіберді, - деп хабарлайды тengrinews.kz тілшісі. сауда және интеграция министрлігі еуразиялық экономикалық комиссияға еаэо алаңында қырғыз тарапының еаэо мүше-мемлекеттерінен тауарларға қатысты бақылау бағаларының ең төменгі деңгейін қолдану мәселесін қайта қарау туралы жолдаған өтінішін дсұ хатшылығына да жіберді, - деп хабарлайды тengrinews.kz тілшісі. ""қазақстандық тауарларға, сондай-ақ еаэо-ның басқа елдерінің тауарларына бақылау бағаларының ең төменгі деңгейін қолдануы арқылы қырғыз билігі негізінде қосымша төлемдерді енгізіп жатыр. осылайша, егер қазақстандық өндіруші бішкекке келінің орташа бағасы 17 сомнан ұн әкелсе, бұл ретте қырғыздың салық қызметтері 22 сом/келі мөлшеріндегі бақылау бағасының ең төменгі деңгейін есепке ала отырып ққс алады. басқа тауарлар бойынша да дәл сол жағдай, мысалы, көктемгі-жазғы кезеңде жұмыртқаның бағасы 2 сомды құрайды, бұл ретте бағаның ең төменгі деңгейі - 4,9 сом болып есептелінеді. ең төменгі бағаны анықтау тәртібі айқын емес, қырғыз үкіметінің қаулысымен белгіленген ең төменгі бағалар негізделмеген"", - деп сауда және интеграция министрлігі түсіндіреді. негізінен бақылау бағаларының ең төменгі деңгейі тамақ тауарларына, оның ішінде ұн, қант, күріш, оның ішінде ұсақталған жұмыртқа, сыра, сондай-ақ цементке, көмірге қолданылады. барлық көрсетілген тауарлар дәстүрлі түрде қырғызстанға қазақстандық экспорттың негізін құрайды. бақылау бағаларының ең төменгі деңгейін қолдану салдарынан ққс-тың ұлғайтылған сомасын төлеу қырғызстан нарығындағы қазақстандық тауарлардың бағалық бәсекеге қабілеттілігіне теріс әсер етеді. бұл механизм қырғыз тауарларына да, үшінші елдерден әкелінетін тауарларға да қолданбауы себебінен атап айтқанда ""ұлттық режим"" және «неғұрлым қолайлы режим» халықаралық сауданың негізін қалаушы қағидаттары бойынша еаэо және дсұ құқығының тікелей бұзылуы болып табылады. сондай-ақ бішкек қолданатын бұл нормалар дсұ-ның кедендік құн туралы келісімінің ережелеріне сәйкес келмейді. қырғызстан өзінің халықаралық міндеттемелерін орындамаған жағдайда, қазақстан қырғыз тауарларына қатысты құқықты пайдаланып барабар шараларды қолдануға ниетті. қазақстанның дсұ және еаэо алаңдарындағы үндеулерін ағымдағы жылдың наурыз-сәуір айларында қарау жоспарланып отыр.",other,politics,2618
"жаңа агенттікке ақша қайдан бөлінетіні белгілі болды жаңа агенттікке ақша қайдан бөлінетіні белгілі болды премьер-министрдің бірінші орынбасары әлихан смайылов стратегиялық жоспарлау және реформалар агенттігін құру мәселесін бақылауға алатынын айтты, - деп хабарлайды tengrinews.kz тілшісі. премьер-министрдің бірінші орынбасары әлихан смайылов стратегиялық жоспарлау және реформалар агенттігін құру мәселесін бақылауға алатынын айтты, - деп хабарлайды tengrinews.kz тілшісі. ""президент жанындағы стратегиялық жоспарлау және реформалар агенттігі функцияларды қайта бөлу яғни ұлттық экономика министрлігінің жекелеген функцияларды осы агенттікке беру есебінен құрылады. бұл стратегиялық жоспарлау мәселелері бойынша функциялар, мемлекеттік басқару бойынша жекелеген мәселелер және мемлекеттік статистиканы дамыту мәселелері"", - деді ол үкіметтің баспасөз орталығында өткен брифингте. қазақстанда бірнеше салық пен төлем біріктірілуі мүмкін әлихан смайылов жаңа құрылатын агенттіктің қызметін қаржыландыру шығыстарды қайта бөлу есебінен жүргізілетінін айтты. ""бөлу балансы жасалады. ол осы жылдың бюджетін нақтылау және мәжілісте талқыланып жатқан заң жобалары аясында келесі 3 жылға арналған республикалық бюджетті нақтылау кезінде ескеріледі"", - деді министр. айта кетейік, мемлекет басшысы қасым-жомарт тоқаев қазақстан халқына жолдауында жаңа стратегиялық жоспарлау және реформалар жөніндегі агенттік құруды тапсырған еді. қазақстан жаңалықтары. соңғы жаңалықтар. telegram желісінде бізге жазыл!",politics,economy,1497
"креатив сақтық шаралары павлодар тұрғындарын таңғалдырды креатив сақтық шаралары павлодар тұрғындарын таңғалдырды павлодар облысының полициясы телефон және интернет-алаяқтықпен күресудің жаңа әдісін ойлап тапты, - деп хабарлайды tengrinews.kz тілшісі polisia.kz сайтына сілтеме жасап. павлодар облысының полициясы телефон және интернет-алаяқтықпен күресудің жаңа әдісін ойлап тапты, - деп хабарлайды tengrinews.kz тілшісі polisia.kz сайтына сілтеме жасап. жергілікті тауар өндірушілермен жасалған келісімнің арқасында алаяқтардан қалай сақтануға болатыны жазылған жазба азық-түлік өнімдерінде пайда болды. ""бұл жазбаларда алаяқтардың ықтимал әрекеттері туралы ақпарат беріледі. қазіргі уақытта аталмыш жұмыс жүргізілуде және әрі қарай жалғастырылатын болады"", - деді павлодар қаласы полиция басқармасы бастығының бірінші орынбасары арман қаптаев. павлодарлықтар полицейлердің тапқырлығын жоғары бағалады. ""тауар сатып алғанда жазбасына мұқият қараңыздар. сақтық шаралары толық жазылған. мұндай ескертулер, әрине, қажет"", - деді тұрғындардың бірі. ескертулері бар жадынамалар ""полицияның қазақстандық сервистік моделі"" пилоттық жобасы аясында қала дүкендеріне де орнатылған.",other,crime,1173
"ұқк колонияда терроризмді насихаттаған сотталушы туралы айтты ұқк колонияда терроризмді насихаттаған сотталушы туралы айтты ұлттық қауіпсіздік комитеті колонияда терроризмді насихаттаумен айналысқан ер адамға қатысты қылмыстық істі тергеуді аяқтады, - деп хабарлайды tengrinews.kz тілшісі қр ұқк баспасөз қызметіне сілтеме жасап. ұлттық қауіпсіздік комитеті колонияда терроризмді насихаттаумен айналысқан ер адамға қатысты қылмыстық істі тергеуді аяқтады, - деп хабарлайды tengrinews.kz тілшісі қр ұқк баспасөз қызметіне сілтеме жасап. ұлттық қауіпсіздік комитеті іім қылмыстық-атқару жүйесінің мекемесінде терроризмді насихаттау және діни алауыздықты қоздыру дерегі бойынша е. есімді ер адамға қатысты қылмыстық істі тергеуді аяқтады. 2022 жылғы 28 желтоқсанда ақтөбе қаласының №2 соты бұл адамды қр қк 174-бабы және 256-бабы 2-тармағы бойынша кінәлі деп тауып 6 жылға бас бостандығынан айыру жазасына кесті. айыпталушы 2015 жылдан бері экстремистік қылмысы үшін жазасын өтеп келген. осы уақытқа дейін радикалды идеологияны ұстанып, оны түзеу мекемесіндегі сотталғандар арасында насихаттаған. сотталушының кінәсі қылмыстық іс материалдарымен толық дәлелденіп, сот үкімі заңды күшіне енді.",other,crime,1189
"антикор бизнеске келтіретін кедергілерді жоюға жұмыстанады антикор бизнеске келтіретін кедергілерді жоюға жұмыстанады 2023 жылғы 20 қаңтарда қр сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің бқо бойынша департаментімен «атамекен» өнер ордасында өңірдің бизнес-қоғамдастығымен кездесу ұйымдастырылды. 2023 жылғы 20 қаңтарда қр сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің бқо бойынша департаментімен «атамекен» өнер ордасында өңірдің бизнес-қоғамдастығымен кездесу ұйымдастырылды. шараға қазақстан республикасы сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің (сыбайлас жемқорлыққа қарсы қызмет) бқо бойынша департаментінің басшы нұрлан қыдырбаев, облыс әкімінің орынбасары бақытжан нарымбетов, бизнесмендер, бақылау органдарының басшылары, «атамекен» өкп қатысты. сыбайлас жемқорлыққа қарсы іс-қимыл агенттігінің төрағасы олжас бектенов атап өткендей, антикор ағымдағы жылы бизнестің дамуына кедергі келтіретін сыбайлас жемқорлық тәуекелдерін болдырмау жөніндегі алдын алу жұмыстарына ерекше назар аударады. мемлекет басшысының нұсқауларына сәйкес, кәсіпкерлікті шенеуніктер тарапынан заңсыз араласудан және әкімшілік кедергілер жасаудан қорғау сыбайлас жемқорлыққа қарсы қызметтің тұрақты бақылауында. жұмыс бизнес-қоғамдастықпен, «атамекен» ұлттық кәсіпкерлер палатасымен тығыз қарым-қатынаста жүргізілетін болады. кездесу барысында бизнес өкілдеріне олардың құқықтарын қорғаудың егжей-тегжейлі тетігімен, оның ішінде мемлекеттік органдар қызметкерлерінің іс-әрекеттеріне бақылау күшейтілгені туралы таныстырылды. сыбайлас жемқорлыққа қарсы қызмет тарапынан негізсіз ұстауларға, тінтулерге және құжаттарды алуға жол бермеу мақсатында бірқатар шаралар қабылданды, олар бойынша антикор қызметкерінің әрбір әрекетін орталық аппарат бақылайды. департамент жыл сайын адал кәсіпкерлерден пара сұраған лауазымды тұлғаларға қатысты қылмыстық істерді тіркейді. мысалы, өткен жылы кәсіпкерден 40 миллион теңге сомаға пара алғаны үшін мемлекеттік кірістер департаментінің қызметкері сотталды, 134 миллион теңге пара алғаны үшін жергілікті атқарушы органның бөлім басшысы сотталды. кәсіпкерлер мен жергілікті атқарушы органдар арасындағы өзара қарым-қатынас заңнаманың жетілмегендігінен, кей нормативтік актілердің қайшылықтарынан, сыбайлас жемқорлық фактілерінің болуынан, бірінші кезекте бизнес зардап шегетін жағдайлар туындайды. шенеуніктердің заңсыз әрекеттері кәсіпкерлерді сотқа жүгінуге мәжбүр етеді. өткен жылы ғана облыстың мамандандырылған ауданаралық әкімшілік сотында кәсіпкерлік субъектілерінің 324 әкімшілік талап-арызы қаралды. мемлекеттік органдарға бизнестің ең көп талап қоюы: - салық дауларына - 100; - жер дауларына - 70; - мемлекеттік сатып алу саласында - 30; - сәулет және қала құрылысы қызметі – 13; - сондай–ақ басқа салалар бойынша - 111. осы мысалдардың барлығы бизнеске араласуға тыйым салынғанына қарамастан, бақылаушы органдардың қысымы жалғасып жатқанын көрсетеді. халқымыз «ауруын жасырған өледі» дейді, яғни, егер қоғам сыбайлас жемқорлық тәуекелдері мен әкімшілік кедергілер туралы үнсіз қалса, онда біздің экономикамыз құлдырайды. сонымен қатар, департаментпен жер учаскелерін бизнеске бөлу, сондай-ақ бизнес объектілеріне инфрақұрылымды жеткізу мәселелері бойынша сыбайлас жемқорлыққа сыртқы талдау жүргізілуде. сондықтан, сіздерді проблемалық мәселелер туралы ашық айтуға, сыбайлас жемқорлық тәуекелдерін тудыратын нормативтік-құқықтық актілерді талқылауға шақырамын»,- деп атап өтті бқо бойынша сыбайлас жемқорлыққа қарсы қызметтің басшысы нұрлан қыдырбаев. егер сізге сыбайлас жемқорлық фактілері туралы белгілі болса, онда сіз тәулік бойы жұмыс істейтін сыбайлас жемқорлыққа қарсы қызметтің 1424 call-орталығына хабарласа алатыныңызды есіңізге саламыз.",other,economy,3689
"қазақстандықтар tiktok-тағы видеодан кейін теңге монеталарын сатып ала бастады қазақстандықтар tiktok-тағы видеодан кейін теңге монеталарын сатып ала бастады қазақстандықтар tiktok-тағы видеодан кейін теңге монеталарын сатып ала бастады, - деп хабарлайды tengrinews.kz тілшісі. қазақстандықтар tiktok-тағы видеодан кейін теңге монеталарын сатып ала бастады, - деп хабарлайды tengrinews.kz тілшісі. tiktok-та мonety_v_karagande атты қолданушының видеосы 280 мыңнан аса қаралым жинаған. ""біздің әмиянымыздағы ақша номиналынан әлдеқайда қымбат тұруы мүмкін екенін көбі білмейді. мысалы - 1997 жылғы 1 теңге. бүгінде бұл монетаны айналымда сирек кездестіреміз, бірақ оны тапсаңыз, 500 теңгеге сатуға болады. өзінің номиналды құнынан 500 есе қымбат. қазір оны қайтарым ретінде алу екіталай, бірақ ескі жинақ сандықшасынан табуға болады. тапқан адамнан мен бұл ескі монетаны 500 теңгеге сатып алуға дайынмын"", - дейді видео автор. #нумизматика #втоп #казахстан #караганда осы видеодан кейін монета белсенді түрде сатыла және сатып алына бастады. алайда кей желі қолданушысына бұл не үшін керек екені түсініксіз. ал тағы бірі монета құрамында таза алтын бар дейді, дегенмен бұл нұсқа қате. ""номиналы 1 теңгелік осы монеталар 1997 жылы айналымға шығарылған, ол бағалы емес металл - нибрасстан дайындалды. 2013 жылдан бастап номиналы 1, 5 және 10 теңгелік монеталар жезден гальваникалық жабыны бар көміртекті болаттан жасалады. тиісінше, 2013 жылға дейін айналымға шығарылған нибрасс қорытпасынан жасалған монеталар нумизматикалық нарықта жоғары сұранысқа ие болуы мүмкін. барлық монета заңды төлем құралы саналады және олар қазақстан республикасының барлық аумағында төлемдердің барлық түрі бойынша, сондай-ақ банк шоттарына салу және аудару үшін белгіленген құнымен қабылдануға міндетті, олар елдегі барлық банкте шектеусіз ұсақталады және айырбасталады"", - деп хабарлады ұлттық банк өкілдері. видео авторы, қарағандылық коллекционер алексей черакаев та өз тарапынан 1997 жылы шығарылған теңгелерді неге сатып алатынын түсіндірді. ""бұл қарапайым монета. құрамы да басқа жылдағылармен бірдей. сол жылғы монеталардың көбі қазір айналымнан шықты, құндылығы сол. бірі жоғалса, бірін ұлттық банк қайта балқытуға алды. ал бүгінде дәл 97-ші жылғысын кездестіру өте қиын, әсіресе 1 теңгесін. сондықтан коллекционерлер арасында ол бағалы"", - деп түсіндірді алексей черакаев. сілтемесіз жаңалық оқисыз ба? онда ""вконтакте"" желісінде парақшамызға тіркеліңіз!",economy,other,2440
"қанша қазақстандық қоғамнан оқшауланған? қанша қазақстандық қоғамнан оқшауланған? іім қылмыстық-атқару жүйесі комитеті (қажк) қазақстандағы түрмелерде қанша адам жазасын өтеп жатқанын айтты, - деп хабарлайды tengrinews.kz тілшісі. іім қылмыстық-атқару жүйесі комитеті (қажк) қазақстандағы түрмелерде қанша адам жазасын өтеп жатқанын айтты, - деп хабарлайды tengrinews.kz тілшісі. қажк мәліметі бойынша, қазақстанда 63 түзеу мекемесі мен 17 тергеу изоляторы бар. ""қазіргі уақытта онда 29 мыңға жуық ер, 2 мың әйел және 52 кәмелетке толмағандар жазасын өтеп жатыр"", - деп хабарлады ведомство tengrinews сауалына берген жауабында. көп жағдайда қылмыстық-атқару жүйесі мекемелерінде кісі өлтіру, денсаулыққа қасақана ауыр зиян келтіру, ұрлық, есірткі заттарының заңсыз айналымы, сондай-ақ алаяқтық сияқты қылмыстар үшін жазасын өтеп жатқандар отыр. бас бостандығынан айырумен байланысты емес жазаларды 28 мыңға жуық ер адам, 3,5 мың әйел және 143 кәмелетке толмағандар өтеп жатыр. алматы облысындағы №10 әйелдер мекемесінде әйелдер мен олардың балаларының бірге тұруына арналған балалар үйі ұйымдастырылды. онда 44 бала бар.",other,crime,1120
"қазақстанда әуекомпаниялар үшін жаңа айыппұл енгізілуі мүмкін қазақстанда әуекомпаниялар үшін жаңа айыппұл енгізілуі мүмкін рейс кешіктірілген жағдайда тасымалдаушы билет құнының үш пайызы мөлшерінде айыппұл төлеуге тиіс. бұл туралы ""жолаушылар теміржолы және әуе тасымалы: кешігу, баға және қызмет көрсету сапасы"" брифингінде айтылды, - деп хабарлайды kaz.tengritravel.kz тілшісі. қр иидм азаматтық авиация комитеті төрағасының орынбасары салтанат томпиеваның айтуынша, азаматтық авиациядағы басты басымдық - қауіпсіздік. сондықтан әуекомпаниялар жолаушыларды межелі жерге қауіпсіз және уақытылы жеткізуге мүдделі. бұл жағдайда кідірістердің болуы заңды және көптеген себепке: әуекемесінің техникалық ақаулығы, ауа райының қиын жағдайлары және басқаларына байланысты болуы мүмкін. ""әуекомпанияның кінәсінен рейс кідірген жағдайда, қолданыстағы заңнамаға сәйкес тасымалдаушы кідіріс ұзақтығына байланысты тегін негізде: екі телефон қоңырауын шалу, салқын сусындар, ыстық тамақ, қонақүйде тұру, сондай-ақ қонақүйге дейін және әуежайға кері қарай жеткізуді ұсынуы тиіс. сонымен қатар, тасымалдаушы кешіктірудің әр сағаты үшін билет құнының үш пайызы мөлшерінде айыппұл төлейді"", - делінген қр иидм азаматтық авиация комитетінің хабарламасында. бұл көрсетілген талаптарды орындамаған жағдайда әуекомпания 200-ден 1000 аек-ке дейін айыппұл түрінде әкімшілік жауапкершілікке тартылады. сондай-ақ, жолаушылардың құқығын қорғау мақсатында қазіргі уақытта рейсті кешіктіргені үшін айыппұл төлемегені үшін әкімшілік жауапкершілікті енгізу мәселесі қарастырылып жатыр. шараға қазақстан республикасы индустрия және инфрақұрылымдық даму министрлігінің, сондай-ақ тұрақты әуе тасымалдарын жүзеге асыратын ірі қазақстандық авиакомпаниялардың өкілдері қатысты. олар қазіргі уақытта жолаушыларды алаңдатып отырған әуе тасымалдарына қатысты сұрақтарды талқылады. еліміздегі жəне əлемдегі жаңалықтар жайында толық мəліметті таба аласыз. instagram-дағы kaz.tengritravel.kz-ке қосылыңыз!",economy,other,1967
"қазақстандық оқушылар швейцарияда өткен олимпиадада топ жарды қазақстандық оқушылар швейцарияда өткен олимпиадада топ жарды физикадан халықаралық олимпиадада ел намысын қорғаған оқушылар жүлдеге ие болды. жарыс швейцариядағы цюрих қаласында 10-15 шілде аралығында өткен. бұл туралы оқу-ағарту министрі асхат аймағамбетов facebook-парақшасында айтты, - деп хабарлайды tengrinews.kz тілшісі. физикадан халықаралық олимпиадада ел намысын қорғаған оқушылар жүлдеге ие болды. жарыс швейцариядағы цюрих қаласында 10-15 шілде аралығында өткен. бұл туралы оқу-ағарту министрі асхат аймағамбетов facebook-парақшасында айтты, - деп хабарлайды tengrinews.kz тілшісі. ел намысын 5 оқушы қорғаған. олар 75 елден келген 368 жасөспірім арасында сынға түскен. ""ұлттық құрамамыздың қоржыны тағы да медальдармен толықты. оқушыларымыз керемет нәтиже көрсетіп, физикадан халықаралық олимпиадада (ipho) 1 алтын және 4 күміс медаль жеңіп алды. ...балаларымыз былтыр 5 күміске ие болған еді. осылайша, биыл оқушыларымыз былтырғы көрсеткішті жақсартты"", - деді оқу-ағарту министрі. министр оқушыларды құттықтап, жүлдегерлердің педагог-тәлімгерлеріне де төлем берілетінін айтты. ""ұлттық құрама қоржынына даниил шатохин алтын және күміс медальді ерсұлтан пітебай, владимир лим, дінмұхаммед рахымжанов және ризабек алпамыс әкелді. құрметті оқушылар! сіздерді жеңістеріңізбен құттықтаймын! сіздер жоғары нәтиже көрсетіп, еліміздің намысын әлемдік аренада абыроймен қорғай білдіңіздер. бұл жетістіктеріңізге ата-аналарыңыздың қолдауы, ұстаздарыңыздың берген білімі септігін тигізді, сол үшін ризашылығымды білдіргім келеді. сіздерге алдағы уақытта да жеңісті күндер тілеймін. биік белестерді бағындыра беріңіздер. осындай беделді халықаралық олимпиадалардың жеңімпаздары ақшалай сыйақы алып, ұлттық жоғары оқу орындарына ұбт тапсырмай-ақ грантқа түсе алатынын еске сала кетейін. сонымен қатар, жүлдегерлердің педагог-тәлімгерлері де төлем алады"", - деді министр.",sports,education,1933
"телефон алаяқтарынан қалай қорғану қажет? телефон алаяқтарынан қалай қорғану қажет? stopfake.kz редакциясы телефон алаяқтарынан қалай қорғану керек екені туралы кеңестер дайындады, - деп хабарлайды tengrinews.kz тілшісі. stopfake.kz редакциясы телефон алаяқтарынан қалай қорғану керек екені туралы кеңестер дайындады, - деп хабарлайды tengrinews.kz тілшісі. материалда телефон алаяқтары қоңырау шалып тұрғанын қалай тануға болатыны және олардың айласына түспеу түсіндіріледі. алаяқ па, әлде банк қызметкері ме? әңгімелесуші сіз ақша салған банкте жұмыс істейтінін айтады. ол сыпайы, сауатты сөйлейді, сіздің толық аты-жөніңізді және сіз туралы басқа да ақпаратты білуі мүмкін. сенбеңіз! біріншіден, банк қызметкерлері өз клиенттеріне сирек қоңырау шалады. екіншіден, қызметкердің қоңырау шалғанын банктің call-орталығына қоңырау шалып, нақтылай аласыз. қоңырау төрт таңбалы нөмірден келді. бұл банк емес пе? жоқ. sip-телефония көмегімен алаяқтар кез келген нөмірді, соның ішінде қысқа нөмірді де жасай алады. қоңырау шалған нөмірге қарап, қорытынды жасаған дұрыс емес. олар менің шотыма қауіп төніп тұрғанын айтып, ақшаны басқа, қауіпсіз аударуды ұсынды. солай істеуім керек пе? жоқ. ""қауіпсіз шот"" терминін алаяқтардан басқа ешкім қолданбайды. ресми банктерде барлық шоттар әдепкі бойынша қауіпсіз. салымшылардың қаражаты сенімді қорғалған, ал қауіпсіздік жүйелері үнемі жаңартылып, жетілдіріліп отырады. бұл ең айлакер алаяқтардың шоттарда сақталған ақшаға қол жеткізуіне жол бермейді. олар менің атыма біреулер несие алмақ болғанын және басқа бір айна шот ашуым керек дейді. бұл да өтірік пе? иә. ""айна несиелер"" болмайды. оны алаяқтар ойлап тапты. бірде-бір банк сіз болмасаңыз сіздің атыңызға несие рәсімдемейді. бұл сіз қателесіп немесе кездейсоқ өз деректеріңізді ұсынғанда және банк қосымшасына кіруге үшінші тұлғаларға рұқсат бергенде ғана мүмкін. мен ақшаны шоттан шотқа аударсам немесе несие алсам, алаяқтар қандай пайда көреді? қаражатты ""қауіпсіз шотқа"" аударуға көндіре отырып, алаяқтар сізді ақшаны оларға аударуға итермелейді. олар ""қауіпсіз ұяшық"" деп өздерінің шоттары мен карталарының нөмірлерін айтады. несие алғанда да солай. anydesk немесе teamviewer сияқты қашықтан кіру бағдарламаларын қолдана отырып, алаяқтар банктен алған ақшаларын өздеріне аударады. мұндай қоңыраулардан қалай қорғануға болады? егер әңгімелесуші сізді банктік шотпен қандай да бір әрекет жасауға көндірсе, жинақтарды жоғалтуыңыз немесе қарызға кіруіңіз мүмкін деп айтса, бірден әңгімені тоқтатыңыз. банк қызметкерлері олай істемейді, сонымен қатар олар клиенттерден sms-парольдер, cvc-кодтар, логиндер және басқа да дербес деректерді сұрамайды. егер өз шотыңыздың сақталуына алаңдайтын болсаңыз, банкке қоңырау шалып, ақшаңыздың барына көз жеткізіңіз.",other,crime,2746
